product_id,product_name,category,subcategory,brand,list_price,standard_cost,launch_date,is_active
194,UrbanMove Shorts Grey 4,Apparel,Shorts,UrbanMove,144.61,63.13,2021-05-31,Y
195,NorthTrail Shorts Purple 5,Apparel,Shorts,UrbanMove,225.19,125.60,2022-03-02,Y
196,UrbanMove Shorts White 6,Apparel,Shorts,NorthTrail,207.12,123.91,2022-09-10,N
197,PulseFit Shorts White 7,Apparel,Shorts,NorthTrail,265.03,127.02,2023-05-09,Y
198,AeroRun Shorts White 8,Apparel,Shorts,Zava Active,149.59,79.59,2023-09-20,N
199,FlexPro Shorts Navy 9,Apparel,Shorts,AeroRun,20.55,14.04,2023-02-18,Y
200,FlexPro Shorts White 10,Apparel,Shorts,PeakForm,289.82,123.67,2021-07-01,Y
201,CoreFlex Wearables Navy 1,Accessories,Wearables,PeakForm,186.54,111.93,2024-08-03,Y
202,FlexPro Wearables Black 2,Accessories,Wearables,PulseFit,228.13,116.31,2024-03-07,Y
203,UrbanMove Wearables Navy 3,Accessories,Wearables,AeroRun,245.34,147.50,2025-02-04,Y
204,FlexPro Wearables Green 4,Accessories,Wearables,CoreFlex,161.34,76.51,2021-08-15,Y
205,VitaMove Wearables Black 5,Accessories,Wearables,CoreFlex,68.79,27.99,2025-02-01,N
206,VitaMove Wearables Orange 6,Accessories,Wearables,UrbanMove,180.85,109.22,2023-11-02,N
207,VitaMove Wearables Purple 7,Accessories,Wearables,NorthTrail,80.29,44.31,2024-01-26,Y
208,NorthTrail Wearables Grey 8,Accessories,Wearables,AeroRun,146.55,76.29,2023-01-28,Y
209,AeroRun Wearables Purple 9,Accessories,Wearables,FlexPro,264.77,119.47,2025-02-19,N
210,AeroRun Wearables Green 10,Accessories,Wearables,Zava Active,136.89,88.95,2023-10-16,Y
211,Zava Active Bags White 1,Accessories,Bags,VitaMove,42.67,23.36,2022-07-02,Y
212,AeroRun Bags Purple 2,ACCESSORIES,Bags,FlexPro,34.82,21.83,2021-09-08,Y
213,PeakForm Bags Navy 3,Accessories,Bags,VitaMove,159.99,114.54,2022-12-21,Y
214,CoreFlex Bags Green 4,Accessories,Bags,PeakForm,265.87,112.85,2025-03-17,N
215,StrideLab Bags Blue 5,Accessories,Bags,Zava Active,258.24,183.79,2025-01-07,Y
216,AeroRun Bags Green 6,Accessories,Bags,Zava Active,232.05,105.94,2021-11-05,Y
217,CoreFlex Bags Red 7,Accessories,Bags,StrideLab,188.46,116.00,2023-04-06,N
218,NorthTrail Bags White 8,Accessories,Bags,PulseFit,201.92,134.62,2025-01-31,Y
219,PulseFit Bags Navy 9,Accessories,Bags,UrbanMove,173.24,103.94,2021-06-22,Y
220,PulseFit Bags Red 10,Accessories,Bags,NorthTrail,32.59,20.64,2023-10-03,Y
221,StrideLab Hydration Orange 1,ACCESSORIES,Hydration,NorthTrail,104.68,72.86,2024-05-14,Y
222,UrbanMove Hydration Orange 2,Accessories,Hydration,PeakForm,195.68,136.31,2024-09-20,N
223,NorthTrail Hydration Navy 3,Accessories,Hydration,PulseFit,282.42,157.89,2025-02-13,Y
224,PeakForm Hydration Grey 4,Accessories,Hydration,AeroRun,211.35,148.73,2023-06-14,Y
225,CoreFlex Hydration White 5,Accessories,Hydration,PulseFit,135.64,80.72,2022-08-11,N
226,UrbanMove Hydration Navy 6,Accessories,Hydration,AeroRun,250.27,114.13,2021-03-30,N
227,UrbanMove Hydration Green 7,Accessories,Hydration,AeroRun,113.05,79.97,2021-09-10,N
228,NorthTrail Hydration Navy 8,Accessories,Hydration,FlexPro,143.68,71.11,2021-04-08,Y
229,NorthTrail Hydration White 9,Accessories,Hydration,PeakForm,116.87,46.98,2024-12-21,Y
230,VitaMove Hydration Red 10,Accessories,Hydration,NorthTrail,121.32,61.66,2024-07-27,Y
231,FlexPro Headwear Purple 1,Accessories,Headwear,PeakForm,240.87,143.29,2024-07-30,Y
232,NorthTrail Headwear Grey 2,Accessories,Headwear,Zava Active,109.48,49.95,2021-11-10,Y
233,Zava Active Headwear Teal 3,Accessories,Headwear,NorthTrail,68.35,44.94,2023-08-28,N
234,VitaMove Headwear White 4,Accessories,Headwear,FlexPro,180.96,122.72,2023-06-22,Y
235,FlexPro Headwear Teal 5,Accessories,Headwear,Zava Active,274.14,154.38,2023-11-21,Y
236,FlexPro Headwear Red 6,Accessories,Headwear,UrbanMove,141.12,90.08,2021-06-15,Y
237,StrideLab Headwear Blue 7,Accessories,Headwear,NorthTrail,194.60,127.21,2021-07-15,N
238,NorthTrail Headwear Black 8,Accessories,Headwear,Zava Active,265.82,104.28,2023-10-06,Y
239,StrideLab Headwear Green 9,Accessories,Headwear,PulseFit,293.62,113.12,2024-08-28,Y
240,PulseFit Headwear Purple 10,Accessories,Headwear,VitaMove,23.48,16.28,2024-10-31,Y
241,FlexPro Socks Grey 1,Accessories,Socks,Zava Active,20.62,9.79,2023-09-06,Y
242,PulseFit Socks Orange 2,Accessories,Socks,Zava Active,253.03,181.82,2022-10-29,Y
243,VitaMove Socks Orange 3,Accessories,Socks,PulseFit,276.55,173.08,2021-05-16,N
244,NorthTrail Socks Green 4,Accessories,Socks,StrideLab,157.94,87.69,2024-02-13,Y
245,StrideLab Socks Black 5,Accessories,Socks,StrideLab,119.91,78.64,2024-08-10,Y
246,PeakForm Socks Red 6,Accessories,Socks,CoreFlex,60.21,37.73,2022-05-14,Y
247,PulseFit Socks Red 7,Accessories,Socks,FlexPro,96.70,58.13,2023-06-10,Y
248,Zava Active Socks White 8,Accessories,Socks,UrbanMove,122.38,53.74,2024-03-23,Y
249,PulseFit Socks Green 9,Accessories,Socks,StrideLab,98.47,47.68,2021-01-12,Y
250,PeakForm Socks Black 10,ACCESSORIES,Socks,VitaMove,221.50,85.86,2024-02-24,Y
251,PulseFit Gloves Teal 1,ACCESSORIES,Gloves,AeroRun,100.31,42.03,2021-03-27,Y
252,AeroRun Gloves Blue 2,ACCESSORIES,Gloves,StrideLab,111.17,55.83,2021-08-23,Y
253,AeroRun Gloves Navy 3,Accessories,Gloves,AeroRun,34.82,25.01,2024-07-31,Y
254,NorthTrail Gloves Red 4,Accessories,Gloves,StrideLab,159.52,88.42,2021-07-08,Y
255,PeakForm Gloves Navy 5,Accessories,Gloves,FlexPro,242.14,154.66,2024-04-22,Y
256,CoreFlex Gloves Blue 6,Accessories,Gloves,StrideLab,71.20,35.80,2021-06-04,Y
257,PulseFit Gloves Navy 7,Accessories,Gloves,PulseFit,191.95,101.38,2023-08-10,Y
258,VitaMove Gloves Orange 8,Accessories,Gloves,VitaMove,201.40,120.99,2024-11-10,Y
259,NorthTrail Gloves Black 9,Accessories,Gloves,Zava Active,85.44,48.80,2023-02-28,Y
260,Zava Active Gloves Orange 10,Accessories,Gloves,PeakForm,277.85,133.66,2024-06-10,Y
261,AeroRun Belts Red 1,Accessories,Belts,CoreFlex,153.36,85.22,2021-05-22,Y
262,StrideLab Belts Navy 2,Accessories,Belts,CoreFlex,138.78,86.46,2023-05-29,Y
263,StrideLab Belts Orange 3,Accessories,Belts,FlexPro,241.97,159.43,2023-03-23,N
264,VitaMove Belts Purple 4,Accessories,Belts,PulseFit,182.98,76.58,2023-02-21,Y
265,UrbanMove Belts Red 5,ACCESSORIES,Belts,FlexPro,263.07,140.47,2023-05-21,Y
266,Zava Active Belts Orange 6,Accessories,Belts,FlexPro,91.77,60.42,2023-06-09,N
267,PeakForm Belts Black 7,Accessories,Belts,FlexPro,67.98,29.63,2023-08-18,Y
268,UrbanMove Belts Purple 8,Accessories,Belts,StrideLab,142.99,82.70,2022-10-08,N
269,VitaMove Belts Teal 9,Accessories,Belts,VitaMove,185.57,120.23,2024-07-08,Y
270,AeroRun Belts Grey 10,Accessories,Belts,VitaMove,221.02,151.57,2022-10-19,Y
271,VitaMove Towels Navy 1,Accessories,Towels,PulseFit,256.23,145.47,2021-06-13,Y
272,Zava Active Towels Black 2,Accessories,Towels,AeroRun,266.76,129.48,2024-05-25,Y
273,VitaMove Towels Teal 3,Accessories,Towels,CoreFlex,57.88,29.74,2021-11-22,Y
274,Zava Active Towels Red 4,Accessories,Towels,PeakForm,151.64,94.90,2023-08-30,N
275,PulseFit Towels Teal 5,Accessories,Towels,FlexPro,243.96,115.06,2024-06-08,Y
276,PeakForm Towels Teal 6,Accessories,Towels,AeroRun,127.65,79.89,2024-12-01,Y
277,PulseFit Towels Orange 7,Accessories,Towels,UrbanMove,201.48,108.75,2023-04-19,Y
278,UrbanMove Towels Grey 8,Accessories,Towels,CoreFlex,125.28,85.26,2024-01-04,N
279,StrideLab Towels Grey 9,Accessories,Towels,NorthTrail,228.94,159.41,2021-04-24,N
280,AeroRun Towels Blue 10,Accessories,Towels,FlexPro,203.55,82.97,2021-04-16,Y
281,AeroRun Mats White 1,ACCESSORIES,Mats,AeroRun,258.39,146.02,2021-09-21,Y
282,PeakForm Mats Red 2,Accessories,Mats,AeroRun,136.04,88.91,2021-11-23,Y
283,NorthTrail Mats Red 3,Accessories,Mats,FlexPro,17.42,9.44,2024-03-13,N
284,StrideLab Mats Orange 4,Accessories,Mats,CoreFlex,148.84,80.39,2023-04-09,Y
285,PulseFit Mats Black 5,Accessories,Mats,Zava Active,55.12,29.82,2025-02-02,Y
286,PeakForm Mats Purple 6,Accessories,Mats,VitaMove,218.58,137.74,2023-12-05,Y
287,AeroRun Mats Red 7,ACCESSORIES,Mats,Zava Active,176.14,77.61,2021-12-14,N
288,VitaMove Mats Green 8,Accessories,Mats,CoreFlex,234.40,153.37,2023-09-15,Y
289,PulseFit Mats Red 9,Accessories,Mats,VitaMove,178.66,94.69,2022-04-14,Y
290,NorthTrail Mats Teal 10,ACCESSORIES,Mats,AeroRun,160.00,101.93,2024-01-16,Y
291,FlexPro Bands White 1,Accessories,Bands,CoreFlex,16.37,9.75,2022-08-02,Y
292,FlexPro Bands Teal 2,Accessories,Bands,UrbanMove,195.60,129.65,2023-12-29,Y
293,NorthTrail Bands Green 3,ACCESSORIES,Bands,StrideLab,248.52,175.56,2021-05-08,Y
294,VitaMove Bands Green 4,Accessories,Bands,FlexPro,75.95,48.80,2024-09-27,Y
295,UrbanMove Bands Black 5,Accessories,Bands,PeakForm,185.86,119.26,2023-07-29,Y
296,PulseFit Bands White 6,Accessories,Bands,FlexPro,96.33,40.43,2021-05-13,N
297,CoreFlex Bands Grey 7,Accessories,Bands,AeroRun,68.70,46.43,2024-01-16,N
298,VitaMove Bands Purple 8,Accessories,Bands,AeroRun,122.55,68.21,2024-05-02,N
299,NorthTrail Bands Teal 9,Accessories,Bands,StrideLab,76.86,51.16,2024-07-29,Y
300,NorthTrail Bands Red 10,Accessories,Bands,StrideLab,40.96,16.41,2021-08-03,Y
301,UrbanMove Yoga Orange 1,EQUIPMENT,Yoga,NorthTrail,203.70,100.99,2021-07-25,Y
302,FlexPro Yoga Purple 2,Equipment,Yoga,Zava Active,208.44,118.95,2021-03-20,Y
303,AeroRun Yoga Black 3,Equipment,Yoga,VitaMove,130.12,68.39,2023-03-14,N
304,StrideLab Yoga Blue 4,Equipment,Yoga,PeakForm,174.38,119.09,2022-01-11,Y
305,Zava Active Yoga Green 5,EQUIPMENT,Yoga,Zava Active,250.54,169.11,2024-04-13,Y
306,CoreFlex Yoga Teal 6,Equipment,Yoga,PeakForm,282.73,135.06,2022-04-27,Y
307,PulseFit Yoga Black 7,Equipment,Yoga,AeroRun,106.91,56.77,2023-06-23,N
308,FlexPro Yoga Grey 8,Equipment,Yoga,NorthTrail,105.96,64.14,2024-05-08,Y
309,VitaMove Yoga Black 9,Equipment,Yoga,FlexPro,278.71,132.08,2023-07-17,Y
310,VitaMove Yoga Grey 10,Equipment,Yoga,NorthTrail,47.06,32.58,2021-11-30,N
311,PeakForm Strength Grey 1,EQUIPMENT,Strength,PulseFit,240.97,102.00,2023-02-23,Y
312,Zava Active Strength Purple 2,EQUIPMENT,Strength,StrideLab,,28.82,2021-10-18,Y
313,AeroRun Strength Red 3,Equipment,Strength,UrbanMove,254.22,158.78,2021-05-09,Y
314,CoreFlex Strength Teal 4,Equipment,Strength,StrideLab,107.56,59.24,2022-11-01,Y
315,UrbanMove Strength Green 5,Equipment,Strength,StrideLab,86.56,34.20,2022-02-20,Y
316,PulseFit Strength Teal 6,Equipment,Strength,Zava Active,19.61,10.07,2024-08-28,Y
317,AeroRun Strength Navy 7,Equipment,Strength,PulseFit,39.58,24.17,2021-12-03,Y
318,UrbanMove Strength Red 8,Equipment,Strength,VitaMove,246.85,170.46,2023-09-21,Y
319,Zava Active Strength Red 9,Equipment,Strength,AeroRun,246.43,101.26,2022-07-26,N
320,Zava Active Strength Navy 10,Equipment,Strength,PulseFit,286.95,167.71,2022-01-23,Y
321,NorthTrail Recovery Orange 1,Equipment,Recovery,NorthTrail,257.78,182.24,2023-02-24,Y
322,NorthTrail Recovery Purple 2,Equipment,Recovery,NorthTrail,288.07,193.32,2023-04-20,Y
323,VitaMove Recovery Blue 3,Equipment,Recovery,FlexPro,67.83,37.07,2024-06-25,Y
324,CoreFlex Recovery Black 4,Equipment,Recovery,AeroRun,58.96,27.51,2024-06-07,Y
325,CoreFlex Recovery Navy 5,Equipment,Recovery,VitaMove,276.33,171.47,2025-02-16,Y
326,UrbanMove Recovery Purple 6,Equipment,Recovery,UrbanMove,94.85,63.85,2024-08-03,Y
327,AeroRun Recovery White 7,Equipment,Recovery,NorthTrail,234.53,152.31,2021-08-27,Y
328,FlexPro Recovery Orange 8,Equipment,Recovery,StrideLab,299.53,169.57,2021-01-13,Y
329,PeakForm Recovery Blue 9,Equipment,Recovery,NorthTrail,223.23,113.73,2021-08-25,Y
330,StrideLab Recovery Teal 10,Equipment,Recovery,AeroRun,147.31,70.59,2022-03-12,Y
331,StrideLab Cardio Blue 1,Equipment,Cardio,PeakForm,174.77,118.62,2022-10-03,Y
332,Zava Active Cardio Purple 2,Equipment,Cardio,FlexPro,285.03,157.18,2022-06-04,Y
333,PulseFit Cardio Navy 3,Equipment,Cardio,StrideLab,122.99,79.16,2021-06-05,Y
334,FlexPro Cardio Black 4,Equipment,Cardio,PulseFit,102.08,50.34,2023-07-10,Y
335,CoreFlex Cardio Blue 5,Equipment,Cardio,Zava Active,77.30,54.49,2021-09-05,Y
336,VitaMove Cardio Teal 6,Equipment,Cardio,UrbanMove,196.35,139.85,2022-03-29,Y
337,AeroRun Cardio Green 7,Equipment,Cardio,CoreFlex,184.62,70.95,2022-08-18,Y
338,Zava Active Cardio White 8,Equipment,Cardio,AeroRun,232.29,88.38,2023-04-21,Y
339,VitaMove Cardio Grey 9,EQUIPMENT,Cardio,PulseFit,27.39,15.62,2022-12-29,N
340,CoreFlex Cardio Navy 10,Equipment,Cardio,PulseFit,254.86,152.86,2022-09-06,Y
341,StrideLab Mobility Blue 1,Equipment,Mobility,PeakForm,225.60,127.36,2021-05-14,Y
342,PeakForm Mobility Red 2,EQUIPMENT,Mobility,NorthTrail,275.57,118.04,2024-11-01,Y
343,AeroRun Mobility Grey 3,Equipment,Mobility,VitaMove,294.78,167.56,2024-12-19,Y
344,AeroRun Mobility Orange 4,Equipment,Mobility,UrbanMove,146.44,56.67,2021-10-07,Y
345,NorthTrail Mobility Teal 5,Equipment,Mobility,VitaMove,247.96,106.33,2024-06-07,N
346,PulseFit Mobility Teal 6,EQUIPMENT,Mobility,PeakForm,298.05,156.58,2022-12-26,N
347,StrideLab Mobility Teal 7,Equipment,Mobility,FlexPro,181.73,77.18,2023-10-23,Y
348,AeroRun Mobility White 8,Equipment,Mobility,NorthTrail,173.47,91.63,2021-10-28,Y
349,PeakForm Mobility White 9,EQUIPMENT,Mobility,PulseFit,150.20,104.12,2023-10-29,N
350,PeakForm Mobility Red 10,Equipment,Mobility,CoreFlex,118.35,59.38,2021-03-05,Y
351,AeroRun Pilates Green 1,Equipment,Pilates,AeroRun,39.00,25.58,2022-03-02,Y
352,UrbanMove Pilates Purple 2,Equipment,Pilates,FlexPro,102.84,41.08,2021-01-03,N
353,FlexPro Pilates Green 3,Equipment,Pilates,Zava Active,15.31,7.43,2022-03-23,Y
354,FlexPro Pilates Red 4,Equipment,Pilates,Zava Active,171.62,80.52,2022-11-24,N
355,AeroRun Pilates Blue 5,Equipment,Pilates,CoreFlex,113.83,60.39,2024-11-15,N
356,PulseFit Pilates Green 6,Equipment,Pilates,AeroRun,29.91,20.29,2021-10-12,Y
357,Zava Active Pilates Black 7,Equipment,Pilates,CoreFlex,110.80,44.79,2024-06-30,Y
358,NorthTrail Pilates Purple 8,Equipment,Pilates,Zava Active,69.46,33.42,2023-03-21,Y
359,Zava Active Pilates Purple 9,Equipment,Pilates,StrideLab,261.98,117.49,2021-12-22,Y
360,PulseFit Pilates Navy 10,Equipment,Pilates,PulseFit,90.57,56.51,2022-06-05,N
361,NorthTrail Weights Red 1,Equipment,Weights,Zava Active,24.67,11.86,2024-12-17,Y
362,CoreFlex Weights Orange 2,Equipment,Weights,PulseFit,40.03,21.31,2021-07-09,N
363,FlexPro Weights Purple 3,Equipment,Weights,NorthTrail,235.71,137.02,2022-09-05,N
364,Zava Active Weights Green 4,Equipment,Weights,FlexPro,173.19,79.14,2021-04-18,Y
365,StrideLab Weights Orange 5,EQUIPMENT,Weights,PeakForm,105.44,54.57,2024-05-17,N
366,AeroRun Weights Black 6,EQUIPMENT,Weights,UrbanMove,63.93,35.77,2021-06-28,Y
367,Zava Active Weights Green 7,Equipment,Weights,UrbanMove,259.76,138.23,2021-05-28,N
368,FlexPro Weights Teal 8,EQUIPMENT,Weights,CoreFlex,206.66,140.44,2021-01-19,Y
369,NorthTrail Weights Purple 9,Equipment,Weights,AeroRun,22.10,9.46,2021-06-09,Y
370,PulseFit Weights White 10,Equipment,Weights,PeakForm,162.31,71.49,2022-08-22,N
371,NorthTrail Resistance Purple 1,Equipment,Resistance,VitaMove,167.40,116.44,2023-04-05,Y
372,PulseFit Resistance Black 2,EQUIPMENT,Resistance,AeroRun,160.36,114.75,2024-06-01,Y
373,AeroRun Resistance Orange 3,Equipment,Resistance,FlexPro,204.15,117.99,2021-04-13,Y
